id,text,transcript,filename,tts_distance
553,what had been next to him five minutes ago was now at the other side,what had been next to him five minutes ago was now a the other side,audio_generated/tts2024-03-13--08-38-57/what had been next to him five minutes ago was now at the other side.wav,1
554,i dont trust anybody,i dont trust any baby,audio_generated/tts2024-03-13--08-38-57/i dont trust anybody.wav,3
555,he wanted to forget about the vision and return to his meditation,he wanted to forget about the vision and return to his meditation,audio_generated/tts2024-03-13--08-38-57/he wanted to forget about the vision and return to his meditation.wav,0
556,that he wanted to travel,that he wanted to travel at,audio_generated/tts2024-03-13--08-38-57/that he wanted to travel.wav,3
557,i went stretching my legs clumsily and feeling my way in the dark,i went stretching my legs clumpsily and feeling my way in the dirt,audio_generated/tts2024-03-13--08-38-57/i went stretching my legs clumsily and feeling my way in the dark.wav,3
558,but then i realized she couldnt have been,but then i realized she couldnt have been,audio_generated/tts2024-03-13--08-38-57/but then i realized she couldnt have been.wav,0
559,just a memory right now it signified shade water and a refuge from the war,just a memory right now signified shade water and a refuge from the war,audio_generated/tts2024-03-13--08-38-57/just a memory right now it signified shade water and a refuge from the war.wav,3
560,they have cheap sausages and fries at the brewery tomorrow,they have cheap sausages and fries at the brewery tomorrow,audio_generated/tts2024-03-13--08-38-57/they have cheap sausages and fries at the brewery tomorrow.wav,0
561,theyre not my sheep anymore he said to himself without nostalgia,theyre not my sheep anymore he sent to himself without nostalgia,audio_generated/tts2024-03-13--08-38-57/theyre not my sheep anymore he said to himself without nostalgia.wav,3
562,maybe this is an omen said the englishman half aloud,maybe this is an omenset the englishman half allows,audio_generated/tts2024-03-13--08-38-57/maybe this is an omen said the englishman half aloud.wav,7
563,they seemed to laugh at him and he laughed back his heart bursting with joy,they seemed to laugh at him and he left back his heart bursting with juice,audio_generated/tts2024-03-13--08-38-57/they seemed to laugh at him and he laughed back his heart bursting with joy.wav,10
564,laser tag is a game quite similar to paintball,laser tag is a game quite similar to paintful,audio_generated/tts2024-03-13--08-38-57/laser tag is a game quite similar to paintball.wav,3
565,whod you say it was,who do you say it was,audio_generated/tts2024-03-13--08-38-57/whod you say it was.wav,2
566,i dont believe it,i dont believe it,audio_generated/tts2024-03-13--08-38-57/i dont believe it.wav,0
567,but he didnt need to worry about that right now,but he didnt need to worry about that right net,audio_generated/tts2024-03-13--08-38-57/but he didnt need to worry about that right now.wav,2
568,the boy didnt know what to say,the boy did know what to city,audio_generated/tts2024-03-13--08-38-57/the boy didnt know what to say.wav,5
569,evidently were the floor show,and then lay where the floor sure,audio_generated/tts2024-03-13--08-38-57/evidently were the floor show.wav,12
570,its not i the wind spoke about,its not a white spoke about it,audio_generated/tts2024-03-13--08-38-57/its not i the wind spoke about.wav,10
571,can you get in this desk,can you get in this case,audio_generated/tts2024-03-13--08-38-57/can you get in this desk.wav,3
572,ellie won first prize in the spelling competition,only one first prize in the spelling competition,audio_generated/tts2024-03-13--08-38-57/ellie won first prize in the spelling competition.wav,6
573,we dont know whats in the confounded thing do you,we dont know whats in the confounded thing do you,audio_generated/tts2024-03-13--08-38-57/we dont know whats in the confounded thing do you.wav,0
574,but the merchant understood what the boy had said,but the merchant understood what the boy had sex,audio_generated/tts2024-03-13--08-38-57/but the merchant understood what the boy had said.wav,3
575,they cant help themselves,they can help themselves,audio_generated/tts2024-03-13--08-38-57/they cant help themselves.wav,1
576,im an alchemist simply because im an alchemist he said as he prepared the meal,in an alchemist simply because in an alchemist he said as he prepared the meme,audio_generated/tts2024-03-13--08-38-57/im an alchemist simply because im an alchemist he said as he prepared the meal.wav,4
577,but they dont count,but they dont count,audio_generated/tts2024-03-13--08-38-57/but they dont count.wav,0
578,only chris couldnt wait quite as long as the others,only chris could wait quite as long as the others,audio_generated/tts2024-03-13--08-38-57/only chris couldnt wait quite as long as the others.wav,2
579,now i want you to sign this agreement,now want you to sign this agreement,audio_generated/tts2024-03-13--08-38-57/now i want you to sign this agreement.wav,2
580,i really did it quite brilliantly,i really did it quite brilliant,audio_generated/tts2024-03-13--08-38-57/i really did it quite brilliantly.wav,2
581,hold on a minute,hold on a minute,audio_generated/tts2024-03-13--08-38-57/hold on a minute.wav,0
582,suddenly he disappeared and i could hear a faint shriek behind the walls,suddenly he disappeared and i could hear a faint shriek behind the walls,audio_generated/tts2024-03-13--08-38-57/suddenly he disappeared and i could hear a faint shriek behind the walls.wav,0
583,where do you live shouted the boy as the horseman rode away,where do you lose shouted the boy as the horseman wrote it well,audio_generated/tts2024-03-13--08-38-57/where do you live shouted the boy as the horseman rode away.wav,10
584,you lived your life in a loving way and died with dignity,you lived your life in a loving way and died with dignity,audio_generated/tts2024-03-13--08-38-57/you lived your life in a loving way and died with dignity.wav,0
585,an led was indicating the proximity detector was working properly,and led was indicating the proximity detector was working proper,audio_generated/tts2024-03-13--08-38-57/an led was indicating the proximity detector was working properly.wav,3
586,thats what killed him,thats what killed him,audio_generated/tts2024-03-13--08-38-57/thats what killed him.wav,0
587,im going to them,in going to them,audio_generated/tts2024-03-13--08-38-57/im going to them.wav,1
588,the stranger was speaking of things that very few people knew about,the stranger was speaking of things that very few people knew about,audio_generated/tts2024-03-13--08-38-57/the stranger was speaking of things that very few people knew about.wav,0
589,whats the worlds greatest lie the boy asked completely surprised,whats the worlds greatest lie the boy asked completely surprise,audio_generated/tts2024-03-13--08-38-57/whats the worlds greatest lie the boy asked completely surprised.wav,1
590,they didnt have the printing press in those days the boy argued,they didnt have the printing press in those days the boy argue,audio_generated/tts2024-03-13--08-38-57/they didnt have the printing press in those days the boy argued.wav,1
591,the other son was a poet and delighted all of rome with his beautiful verses,the other son was a poet and delighted all of rome with his beautiful verses,audio_generated/tts2024-03-13--08-38-57/the other son was a poet and delighted all of rome with his beautiful verses.wav,0
592,youre the hope of the world,new the hope of the world the world,audio_generated/tts2024-03-13--08-38-57/youre the hope of the world.wav,15
593,you should evaluate it in a perceptual experiment,you should evaluate it in a perceptual experiment,audio_generated/tts2024-03-13--08-38-57/you should evaluate it in a perceptual experiment.wav,0
